# Command: ps aux
# Exit code: Some(0)

# STDOUT:
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  25248 15820 ?        Ss   12:13   0:01 /run/current-system/systemd/lib/systemd/systemd
root          79  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/10]
root          81  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/10:0H-events_highpri]
root          82  0.0  0.0      0     0 ?        S    12:13   0:00 [cpuhp/11]
root          83  0.0  0.0      0     0 ?        S    12:13   0:00 [idle_inject/11]
root          84  0.0  0.0      0     0 ?        S    12:13   0:00 [migration/11]
root          85  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/11]
root          87  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/11:0H-events_highpri]
root          88  0.0  0.0      0     0 ?        S    12:13   0:00 [cpuhp/12]
root          89  0.0  0.0      0     0 ?        S    12:13   0:00 [idle_inject/12]
root          90  0.0  0.0      0     0 ?        S    12:13   0:01 [migration/12]
root          91  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/12]
root          93  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/12:0H-events_highpri]
root          94  0.0  0.0      0     0 ?        S    12:13   0:00 [cpuhp/13]
root          95  0.0  0.0      0     0 ?        S    12:13   0:00 [idle_inject/13]
root          96  0.0  0.0      0     0 ?        S    12:13   0:00 [migration/13]
root          97  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/13]
root          99  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/13:0H-events_highpri]
root         100  0.0  0.0      0     0 ?        S    12:13   0:00 [cpuhp/14]
root         101  0.0  0.0      0     0 ?        S    12:13   0:00 [idle_inject/14]
root         102  0.0  0.0      0     0 ?        S    12:13   0:01 [migration/14]
root         103  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/14]
root         104  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/14:0-mm_percpu_wq]
root         105  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/14:0H-events_highpri]
root         106  0.0  0.0      0     0 ?        S    12:13   0:00 [cpuhp/15]
root         107  0.0  0.0      0     0 ?        S    12:13   0:00 [idle_inject/15]
root         108  0.0  0.0      0     0 ?        S    12:13   0:00 [migration/15]
root         109  0.0  0.0      0     0 ?        S    12:13   0:00 [ksoftirqd/15]
root         111  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/15:0H-events_highpri]
root         112  0.0  0.0      0     0 ?        S    12:13   0:00 [kdevtmpfs]
root         113  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-inet_frag_wq]
root         114  0.0  0.0      0     0 ?        I    12:13   0:00 [rcu_tasks_kthread]
root         115  0.0  0.0      0     0 ?        I    12:13   0:00 [rcu_tasks_rude_kthread]
root         116  0.0  0.0      0     0 ?        I    12:13   0:00 [rcu_tasks_trace_kthread]
root         117  0.0  0.0      0     0 ?        S    12:13   0:00 [kauditd]
root         118  0.0  0.0      0     0 ?        S    12:13   0:00 [khungtaskd]
root         119  0.0  0.0      0     0 ?        S    12:13   0:00 [oom_reaper]
root         121  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-writeback]
root         122  0.0  0.0      0     0 ?        S    12:13   0:00 [kcompactd0]
root         123  0.0  0.0      0     0 ?        SN   12:13   0:00 [ksmd]
root         124  0.0  0.0      0     0 ?        SN   12:13   0:00 [khugepaged]
root         125  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-kblockd]
root         126  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-blkcg_punt_bio]
root         127  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-kintegrityd]
root         128  0.0  0.0      0     0 ?        S    12:13   0:00 [irq/9-acpi]
root         130  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/9:1-mm_percpu_wq]
root         131  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-tpm_dev_wq]
root         132  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-devfreq_wq]
root         133  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-quota_events_unbound]
root         134  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/8:1H-kblockd]
root         135  0.0  0.0      0     0 ?        S    12:13   0:00 [irq/25-AMD-Vi]
root         136  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/1:1-events]
root         137  0.0  0.0      0     0 ?        S    12:13   0:00 [kswapd0]
root         138  0.0  0.0      0     0 ?        I    12:13   0:09 [kdamond.0]
root         139  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-kthrotld]
root         140  0.0  0.0      0     0 ?        I<   12:13   0:28 [kworker/u65:0-hci0]
root         146  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-mld]
root         147  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-ipv6_addrconf]
root         148  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-kstrp]
root         149  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/9:1H-kblockd]
root         150  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/0:1H-kblockd]
root         173  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/5:1-mm_percpu_wq]
root         175  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/3:1-events]
root         182  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/10:1-events]
root         184  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/15:1-cgroup_release]
root         201  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/10:1H-kblockd]
root         202  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/12:1-mm_percpu_wq]
root         203  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/5:1H-kblockd]
root         204  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/7:1H-kblockd]
root         205  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/1:1H-kblockd]
root         255  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/2:1H-kblockd]
root         256  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/3:1H-kblockd]
root         257  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/4:1H-kblockd]
root         258  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/6:1H-kblockd]
root         259  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/11:1H-kblockd]
root         260  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/12:1H-kblockd]
root         261  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/13:1H-kblockd]
root         262  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/14:1H-kblockd]
root         263  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/15:1H-kblockd]
root         264  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/8:2-events]
root         265  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-nvme-wq]
root         266  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-nvme-reset-wq]
root         267  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-nvme-delete-wq]
root         268  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-nvme-auth-wq]
root         269  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-ata_sff]
root         271  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_0]
root         272  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_0]
root         273  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_1]
root         274  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_1]
root         275  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_2]
root         276  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_2]
root         277  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_3]
root         278  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_3]
root         279  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_4]
root         280  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_4]
root         281  0.0  0.0      0     0 ?        S    12:13   0:00 [scsi_eh_5]
root         282  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-scsi_tmf_5]
root         283  0.0  0.0      0     0 ?        S    12:13   0:00 [kworker/u64:4+iou_exit]
root         286  0.0  0.0      0     0 ?        S    12:13   0:00 [kworker/u64:7+iou_exit]
root         296  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/13:1-events]
root         297  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/4:2-events]
root         354  0.0  0.0      0     0 ?        S    12:13   0:00 [jbd2/nvme0n1p2-8]
root         355  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-ext4-rsv-conversion]
root         647  0.0  0.0      0     0 ?        S    12:13   0:00 [psimon]
root         657  0.0  0.0  68248 24264 ?        Ss   12:13   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd-journald
systemd+     661  0.0  0.0  16496  7412 ?        Ss   12:13   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd-oomd
systemd+     680  0.0  0.0  95896  9384 ?        Ssl  12:13   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd-timesyncd
root         684  0.0  0.0  42340 14224 ?        Ss   12:13   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd-udevd
root         702  0.0  0.0      0     0 ?        S    12:13   0:00 [psimon]
root         741  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-iprt-VBoxWQueue]
root         753  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-led_workqueue]
root         759  0.0  0.0      0     0 ?        S    12:13   0:00 [iprt-VBoxTscThread]
root         764  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/6:2-cgroup_release]
root         884  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_queue]
root         885  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_mem_pool_scrubber_queue]
root         886  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_mem_pool_scrubber_queue]
root         887  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_mem_pool_scrubber_queue]
root         888  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_queue]
root         889  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_open_q]
root         895  0.0  0.0      0     0 ?        S    12:13   0:00 [watchdogd]
root         908  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-cfg80211]
root         922  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-edac-poller]
root         930  0.0  0.0      0     0 ?        I    12:13   0:01 [kworker/2:3-events]
root         939  0.2  0.0      0     0 ?        S    12:13   1:30 [nvidia-modeset/kthread_q]
root         940  0.0  0.0      0     0 ?        S    12:13   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         948  0.0  0.0      0     0 ?        S    12:13   0:00 [irq/87-nvidia]
root         949  0.0  0.0      0     0 ?        S    12:13   0:00 [nvidia]
root         950  0.0  0.0      0     0 ?        S    12:13   0:00 [nv_queue]
root         951  0.0  0.0      0     0 ?        S    12:13   0:01 [irq/88-rtw88_pci]
root         965  0.0  0.0      0     0 ?        S    12:13   0:00 [UVM global queue]
root         966  0.0  0.0      0     0 ?        S    12:13   0:00 [UVM deferred release queue]
root         967  0.0  0.0      0     0 ?        S    12:13   0:00 [UVM Tools Event Queue]
root        1101  0.0  0.0   2708  2040 ?        Ss   12:13   0:01 /nix/store/j3wqdbkfkiqq2938297qmb5jv17fxg4d-acpid-2.0.34/bin/acpid --foreground --netlink --confdir /nix/store/ijpx83y84ycqnxfyd5kr1vfxhzgl1vq8-acpi-events
root        1102  0.0  0.0  12924  7148 ?        Ss   12:13   0:00 /nix/store/ypxd9dldr1j8lbg7a5ws42gqa2kizgyh-bluez-5.84/libexec/bluetooth/bluetoothd -f /etc/bluetooth/main.conf
message+    1103  0.0  0.0  19024  9452 ?        Ss   12:13   0:02 /nix/store/c9cnbxhxbagj7gfpc1g5hl4x4f8dzayv-dbus-1.16.2/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1168  0.0  0.0  20060  9848 ?        Ss   12:13   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd-logind
wpa_sup+    1246  0.0  0.0  19176 11740 ?        Ss   12:13   0:35 wpa_supplicant -s -u -Dnl80211,wext -c /etc/wpa_supplicant/imperative.conf
root        1406  0.0  0.0 342340 25116 ?        Ssl  12:13   0:07 /nix/store/5q8y4gqcrp6dnwxkkcqsl4xp1nd39q0b-networkmanager-1.56.0/sbin/NetworkManager --no-daemon
root        1431  0.0  0.0 639952 34160 ?        Ssl  12:13   0:00 nix-daemon --daemon
root        1587  0.0  0.0      0     0 ?        I    12:13   0:00 [kworker/11:3-events]
root        1933  0.0  0.0  12372  8084 ?        Ss   12:13   0:00 sshd: /nix/store/vlhrk50xg0lmivk049q8yygbsm86l6m0-openssh-10.2p1/bin/sshd -D -f /etc/ssh/sshd_config [listener] 0 of 10-100 startups
xam         1934  0.0  0.0 1599960 22452 ?       Ssl  12:13   0:00 /nix/store/qmvjxwbd50z2l38xghff3yi13ca7p0r4-syncthing-2.0.12/bin/syncthing --config=/home/xam/.syncthing/ --data=/home/xam/.syncthing/ --gui-address=0.0.0.0:8384 --no-browser
root        1936  0.0  0.1 1336144 53092 ?       Ssl  12:13   0:09 /nix/store/mc7ipcvjdr74dnfd16p4kmnispiy4792-tailscale-1.94.2/bin/tailscaled --state=/var/lib/tailscale/tailscaled.state --socket=/run/tailscale/tailscaled.sock --port=41641 --tun tailscale0
root        1950  0.0  0.0 167352 25568 ?        Ssl  12:13   0:00 /nix/store/q93hdj6c9vw5hkdy9s7hb7d47sygwhmx-sddm-unwrapped-0.21.0/bin/sddm
postgres    1959  0.0  0.0 223244 29172 ?        Ss   12:13   0:00 /nix/store/zv2qns9cadxxic61715didamlvk2dzkd-postgresql-and-plugins-17.9/bin/postgres
mysql       1961  0.0  0.2 1429448 113112 ?      Ssl  12:13   0:01 /nix/store/fhjcar6z841y22rb5l0sclfxn11gipmb-mariadb-server-11.4.9/bin/mysqld --defaults-file=/etc/my.cnf --user=mysql --datadir=/var/lib/mysql --basedir=/nix/store/fhjcar6z841y22rb5l0sclfxn11gipmb-mariadb-server-11.4.9
root        1978  0.0  0.1 25436152 74036 tty2   Ssl+ 12:13   0:00 /nix/store/a86d34l78hd1cm0dg3fw09c0qqr245dw-xorg-server-21.1.21/bin/X -config /nix/store/r79gy0i7wpxd6cy0aazrshaf8j6ljqap-xserver.conf -xkbdir /nix/store/7l9d49jd3c3a9hyqx70frrn616n3il4i-xkeyboard-config-2.46/etc/X11/xkb -logfile /dev/null -verbose 3 -nolisten tcp -terminate -nolisten tcp -background none -seat seat0 vt2 -auth /run/sddm/xauth_vCvvrW -noreset -displayfd 16
xam         1980  1.7  0.3 2829820 160732 ?      SNl  12:13  11:50 /nix/store/qmvjxwbd50z2l38xghff3yi13ca7p0r4-syncthing-2.0.12/bin/syncthing --config=/home/xam/.syncthing/ --data=/home/xam/.syncthing/ --gui-address=0.0.0.0:8384 --no-browser
postgres    1989  0.0  0.0 223396  8776 ?        Ss   12:13   0:00 postgres: checkpointer 
postgres    1990  0.0  0.0 223380  6724 ?        Ss   12:13   0:00 postgres: background writer 
postgres    1992  0.0  0.0 223380  9976 ?        Ss   12:13   0:00 postgres: walwriter 
postgres    1993  0.0  0.0 224840  9068 ?        Ss   12:13   0:00 postgres: autovacuum launcher 
postgres    1994  0.0  0.0 224844  8080 ?        Ss   12:13   0:00 postgres: logical replication launcher 
root        2033  0.0  0.0      0     0 ?        I<   12:13   0:00 [kworker/R-dio/nvme0n1p2]
root        2090  0.0  0.0      0     0 ?        S    12:13   0:00 [nvidia-drm/timeline-6]
nscd        2257  0.0  0.0 693636  8860 ?        Ssl  12:13   0:07 /nix/store/84i462qbgwrjrh2jpywvi3pvf1k5djmc-nsncd-1.5.2/bin/nsncd
root        2344  0.0  0.0 100532 28264 ?        S    12:14   0:00 /nix/store/q93hdj6c9vw5hkdy9s7hb7d47sygwhmx-sddm-unwrapped-0.21.0/libexec/sddm-helper --socket /tmp/sddm-auth-8e2f9490-a427-46ae-88e8-7eb7a0ac3ff2 --id 1 --start /nix/store/q58vx1g25sip65155fpc23q21i7qd08b-hyprland-0.54.0+date=2026-03-17_7759517/bin/start-hyprland --user xam
xam         2350  0.0  0.0  23316 13700 ?        Ss   12:14   0:00 /nix/store/wxyn8d3m8g4fnn6xazinjwhzhzdg6wib-systemd-259/lib/systemd/systemd --user
xam         2353  0.0  0.0  26792  4216 ?        S    12:14   0:00 (sd-pam)
xam         2378  0.0  0.0  14356  3932 ?        Ssl  12:14   0:00 /nix/store/sd59jlxl105z3xraq6mwn6pf4q0p63m2-gamemode-1.8.2/bin/gamemoded
xam         2390  0.0  0.0  16004  5012 tty1     Ssl+ 12:14   0:00 /nix/store/q58vx1g25sip65155fpc23q21i7qd08b-hyprland-0.54.0+date=2026-03-17_7759517/bin/start-hyprland
xam         2394  0.0  0.0   8384  5112 ?        Ss   12:14   0:07 /nix/store/c9cnbxhxbagj7gfpc1g5hl4x4f8dzayv-dbus-1.16.2/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
xam         2401  7.7  0.5 832116 262068 tty1    Sl+  12:14  51:32 /home/xam/.nix-profile/bin/Hyprland --watchdog-fd 4
root        2419  0.0  0.0      0     0 ?        S    12:14   0:28 [nvidia-drm/timeline-c]
xam         2423  0.1  0.1 1437576 57212 tty1    Sl+  12:14   0:42 waybar
xam         2424  0.0  0.0 101692 17924 tty1     Sl+  12:14   0:00 mako
xam         2428  0.0  0.2 673316 113724 ?       Ssl  12:14   0:01 /nix/store/zjsq2xziskdvvvsvhldz96grlsw9gl8v-hyprpaper-0.8.3/bin/hyprpaper
xam         2432  0.0  0.3 482164 179552 tty1    S+   12:14   0:01 Xwayland :1 -rootless -core -listenfd 69 -listenfd 70 -displayfd 115 -wm 112
root        2440  0.0  0.0      0     0 ?        S    12:14   0:00 [nvidia-drm/timeline-d]
root        2441  0.0  0.0      0     0 ?        S    12:14   0:00 [nvidia-drm/timeline-e]
xam         2442  0.0  0.0 554436 17264 ?        Ssl  12:14   0:00 /nix/store/f755892i3b95r5yjmgwphxszbqaxp341-xdg-desktop-portal-1.20.3/libexec/xdg-desktop-portal
xam         2450  0.0  0.0 312724  7328 ?        Ssl  12:14   0:00 /nix/store/f755892i3b95r5yjmgwphxszbqaxp341-xdg-desktop-portal-1.20.3/libexec/xdg-permission-store
xam         2457  0.0  0.0 543684  7860 ?        Ssl  12:14   0:00 /nix/store/f755892i3b95r5yjmgwphxszbqaxp341-xdg-desktop-portal-1.20.3/libexec/xdg-document-portal
root        2464  0.0  0.0   2696  2080 ?        Ss   12:14   0:00 /nix/store/afpzn34vw2v99y4djp599qyxyabj0yp4-fuse-3.17.4-bin/bin/fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
rtkit       2470  0.0  0.0  22564  3608 ?        SNsl 12:14   0:00 /nix/store/b3sa6d747x3riwngsljylmlwji2766i9-rtkit-0.14/libexec/rtkit-daemon
xam         2473  0.0  0.0 340068 19168 ?        SLsl 12:14   0:17 /nix/store/crv15i9jddazy08192axk0aaw9yb96p8-xdg-desktop-portal-hyprland-1.3.11+date=2026-03-05_906d0ac/libexec/xdg-desktop-portal-hyprland
xam         2475  0.1  0.0 131884 22860 ?        Ssl  12:14   0:58 /nix/store/fcqhn9m2sih0rmhw1j1ffxrkl8vw7248-pipewire-1.4.10/bin/pipewire
xam         2476  0.1  0.0 722152 34276 ?        Ssl  12:14   1:13 /nix/store/bghrxik70ph8p1qgm9w6882ajvx623wd-wireplumber-0.5.13/bin/wireplumber
xam         2488  0.3  0.0 130632 26056 ?        SLsl 12:14   2:37 /nix/store/fcqhn9m2sih0rmhw1j1ffxrkl8vw7248-pipewire-1.4.10/bin/pipewire-pulse
root        2515  0.0  0.0      0     0 ?        S<   12:14   0:00 [krfcommd]
xam         2522  7.1  4.6 14408644 2268036 tty1 Sl+  12:14  47:27 /run/current-system/sw/bin/firefox
xam         2527  0.0  0.0 151020  3452 ?        Sl   12:14   0:00 /nix/store/nzgy3lfdnd2kshzp056za9wqny6a26jr-firefox-148.0.2/lib/firefox/crashhelper 2522 15 /tmp/ 17
xam         2593  0.0  0.0 452468 31008 tty1     S+   12:14   0:00 /nix/store/nzgy3lfdnd2kshzp056za9wqny6a26jr-firefox-148.0.2/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {4b44e806-7f41-4efc-87f0-cc394673f7dd} -parentPid 2522 -greomni /nix/store/nzgy3lfdnd2kshzp056za9wqny6a26jr-firefox-148.0.2/lib/firefox/omni.ja -appomni /nix/store/nzgy3lfdnd2kshzp056za9wqny6a26jr-firefox-148.0.2/lib/firefox/browser/omni.ja -appDir /nix/store/nzgy3lfdnd2kshzp056za9wqny6a26jr-firefox-148.0.2/lib/firefox/browser 1 forkserver
root        2594  0.0  0.0      0     0 ?        S    12:14   0:02 [nvidia-drm/timeline-14]
